project_id,project_name,project_type,client,priority,status,start_date,end_date,budget_usd,actual_spend_usd,project_manager_id,tech_lead_id,team_size,avg_velocity,client_satisfaction,region,billable
203386,Keystone Partners – Marketing Campaign,Marketing Campaign,BlueSky Ltd,Medium,In Progress,2021-11-09,2022-05-11,229636,150732,458955,492052,7,17.1,,APAC,Yes
556784,OmegaRetail – Security Audit,Security Audit,HorizonBank,Low,Completed,2020-03-03,2020-09-19,59293,41635,766764,239890,11,17.6,3.1,LATAM,Yes
525006,BlueSky Ltd – Security Audit,Security Audit,BlueSky Ltd,Medium,In Progress,2020-12-03,2021-06-23,147525,120821,530816,255287,12,18.4,,North America,Yes
257334,HorizonBank – Marketing Campaign,Marketing Campaign,Cornerstone Inc,Low,In Progress,2023-11-29,2024-11-24,17099,18710,424308,725113,2,25.0,,North America,Yes
405579,BlueSky Ltd – AI/ML Model,AI/ML Model,Apex Corp,Medium,Cancelled,2021-09-26,2022-04-13,65885,22029,864491,600149,20,,,Middle East,Yes
961331,Cornerstone Inc – API Integration,API Integration,BlueSky Ltd,High,In Progress,2023-04-30,2023-10-26,594179,232566,335203,102260,18,52.9,,LATAM,Yes
265039,Keystone Partners – Marketing Campaign,Marketing Campaign,Cornerstone Inc,High,In Progress,2021-08-04,2021-09-19,715944,350972,682851,182175,12,45.2,,LATAM,No
476178,Cornerstone Inc – Marketing Campaign,Marketing Campaign,LumaMedia,Medium,In Progress,2021-04-26,2022-07-06,230288,150901,552855,428709,23,33.9,,Europe,Yes
183312,LumaMedia – Web Platform,Web Platform,Frontier AI,High,Completed,2020-09-15,2020-12-30,192904,221548,534130,923824,11,45.9,4.4,Middle East,Yes
853549,Delta Systems – ERP Implementation,ERP Implementation,OmegaRetail,Low,In Progress,2023-09-30,2025-02-23,21071,22975,888295,120053,25,13.9,,LATAM,Yes
481901,NovaCare – Data Pipeline,Data Pipeline,HorizonBank,Low,Completed,2020-03-05,2021-06-08,50231,17889,182175,497455,10,23.2,3.5,LATAM,No
921794,Cornerstone Inc – AI/ML Model,AI/ML Model,Elevate Health,Low,Completed,2023-12-19,2024-08-21,47848,44665,783823,463546,20,43.2,4.7,LATAM,Yes
610545,Apex Corp – AI/ML Model,AI/ML Model,Meridian Group,High,Completed,2023-05-21,2024-02-28,227158,114492,457311,502219,25,32.4,3.0,North America,Yes
845920,NovaCare – AI/ML Model,AI/ML Model,LumaMedia,Medium,In Progress,2024-04-29,2025-07-25,21435,8336,523389,502219,8,48.9,,Middle East,Yes
656656,Meridian Group – Security Audit,Security Audit,HorizonBank,Medium,In Progress,2024-01-12,2024-12-09,40670,27928,879850,551533,19,52.5,,North America,Yes
448762,NovaCare – Web Platform,Web Platform,JetStream LLC,Low,On Hold,2022-05-04,2023-09-21,13231,9305,893988,538555,21,13.5,,Europe,No
377558,InnovateCo – Cloud Migration,Cloud Migration,Delta Systems,Critical,Planning,2023-04-01,2023-09-08,681239,91072,486244,526911,2,,,North America,Yes
961412,NovaCare – ERP Implementation,ERP Implementation,OmegaRetail,Medium,In Progress,2020-06-04,2021-08-18,21179,14094,497455,148050,19,26.1,,Middle East,No
117137,Elevate Health – Marketing Campaign,Marketing Campaign,Meridian Group,Medium,Planning,2023-04-03,2023-08-20,46841,4652,670913,517584,19,,,North America,Yes
507923,LumaMedia – Marketing Campaign,Marketing Campaign,LumaMedia,Medium,Completed,2022-05-29,2022-08-07,124992,39007,451291,908713,9,40.3,2.8,APAC,Yes
789393,Meridian Group – Cloud Migration,Cloud Migration,OmegaRetail,Medium,In Progress,2021-02-21,2022-03-31,104862,112208,256389,178957,5,37.2,,APAC,Yes
668663,BlueSky Ltd – Marketing Campaign,Marketing Campaign,InnovateCo,High,Completed,2020-01-07,2021-06-08,243125,253394,975373,133276,10,43.7,3.6,Middle East,No
635591,GlobalTech – Mobile App,Mobile App,Meridian Group,Low,Cancelled,2021-12-30,2023-03-08,41477,40136,532699,146177,7,,,Europe,Yes
860548,OmegaRetail – Web Platform,Web Platform,Meridian Group,High,Completed,2020-11-24,2021-09-17,250175,106059,616256,792094,19,36.7,3.0,APAC,Yes
456705,BlueSky Ltd – Security Audit,Security Audit,LumaMedia,Low,Completed,2022-04-04,2022-08-20,72163,69239,283017,977330,21,24.6,4.4,Europe,No
684536,JetStream LLC – ERP Implementation,ERP Implementation,Frontier AI,Low,In Progress,2020-03-26,2020-05-13,53348,25033,812048,268720,2,22.3,,North America,Yes
780228,JetStream LLC – AI/ML Model,AI/ML Model,InnovateCo,Low,Cancelled,2022-08-07,2022-10-19,5974,6715,538967,896907,5,,,Middle East,Yes
721685,Keystone Partners – Data Pipeline,Data Pipeline,Frontier AI,Low,In Progress,2024-01-26,2025-03-20,77559,88938,748276,897305,21,45.9,,Europe,Yes
663170,Cornerstone Inc – Security Audit,Security Audit,Elevate Health,Medium,Completed,2021-09-06,2022-09-11,75875,26304,479580,187949,10,18.4,4.5,APAC,No
178011,OmegaRetail – Marketing Campaign,Marketing Campaign,InnovateCo,Medium,Completed,2021-09-06,2022-05-02,281245,158095,553014,872519,11,29.1,4.7,Middle East,Yes
480142,Meridian Group – Mobile App,Mobile App,BlueSky Ltd,High,In Progress,2020-09-10,2021-01-11,429999,245342,816412,883171,20,54.7,,Europe,Yes
389946,Elevate Health – Cloud Migration,Cloud Migration,BlueSky Ltd,High,Planning,2023-11-15,2024-09-19,655601,122624,950916,120053,23,,,LATAM,Yes
427042,Apex Corp – Security Audit,Security Audit,BlueSky Ltd,High,Cancelled,2020-04-16,2020-07-25,429455,227048,385192,534753,20,,,LATAM,Yes
592016,Keystone Partners – AI/ML Model,AI/ML Model,OmegaRetail,Low,On Hold,2023-04-25,2024-09-17,19010,9973,275715,520172,9,44.3,,Middle East,Yes
761482,OmegaRetail – Web Platform,Web Platform,Elevate Health,Low,Completed,2023-10-29,2024-08-14,21601,9590,975373,678805,2,41.6,4.2,Middle East,Yes
616583,GlobalTech – Marketing Campaign,Marketing Campaign,OmegaRetail,Medium,Completed,2023-09-27,2024-05-12,245298,117585,287155,591699,18,36.3,4.9,Middle East,Yes
382444,JetStream LLC – API Integration,API Integration,Delta Systems,High,Cancelled,2023-05-24,2024-03-03,520636,269038,577538,499974,14,,,APAC,Yes
704625,LumaMedia – Data Pipeline,Data Pipeline,BlueSky Ltd,High,Cancelled,2020-03-23,2020-08-18,340864,140634,735770,542374,3,,,LATAM,Yes
328731,GlobalTech – Cloud Migration,Cloud Migration,BlueSky Ltd,High,On Hold,2024-01-08,2024-04-03,82954,70848,483162,187949,2,44.3,,APAC,Yes
568791,InnovateCo – Data Pipeline,Data Pipeline,Keystone Partners,High,Cancelled,2022-01-25,2022-08-09,759438,734952,701344,910143,23,,,APAC,No
795331,Apex Corp – API Integration,API Integration,GlobalTech,High,Completed,2023-09-25,2025-01-06,488117,292968,404955,492052,17,28.4,2.6,LATAM,Yes
164387,Elevate Health – Web Platform,Web Platform,Cornerstone Inc,Low,On Hold,2020-08-14,2021-12-08,42889,20297,969325,633188,11,38.7,,LATAM,Yes
596221,GlobalTech – Marketing Campaign,Marketing Campaign,Elevate Health,High,On Hold,2023-08-12,2024-01-03,556503,331490,164879,399817,24,53.1,,Europe,No
331279,BlueSky Ltd – ERP Implementation,ERP Implementation,Elevate Health,High,Completed,2022-02-26,2022-07-18,325808,276427,120053,109717,22,20.7,4.8,APAC,Yes
823420,OmegaRetail – Mobile App,Mobile App,BlueSky Ltd,Medium,Planning,2024-03-08,2024-10-30,290784,46494,682032,848022,20,,,Europe,Yes
364344,Meridian Group – API Integration,API Integration,InnovateCo,High,Cancelled,2020-01-07,2020-04-22,601180,679834,682032,953047,24,,,LATAM,Yes
101531,Keystone Partners – ERP Implementation,ERP Implementation,NovaCare,Medium,Completed,2024-01-16,2025-03-12,76867,70927,232378,377370,24,43.4,4.1,Middle East,Yes
200757,HorizonBank – Security Audit,Security Audit,Meridian Group,Low,On Hold,2021-10-27,2021-12-19,30725,32467,794530,457455,13,23.0,,Europe,Yes
617105,HorizonBank – API Integration,API Integration,GlobalTech,Low,On Hold,2020-07-30,2021-06-14,7153,6339,520172,479580,9,35.0,,Middle East,Yes
207599,Elevate Health – Marketing Campaign,Marketing Campaign,Apex Corp,Low,Cancelled,2021-03-15,2021-08-03,22789,11112,766764,952547,3,,,Middle East,No
226120,InnovateCo – Cloud Migration,Cloud Migration,LumaMedia,Low,Completed,2021-04-29,2022-04-07,17252,10173,239890,532699,10,39.9,4.5,Europe,Yes
599135,OmegaRetail – Cloud Migration,Cloud Migration,Frontier AI,High,Cancelled,2022-09-29,2023-12-21,86665,94230,844261,911131,15,,,North America,Yes
628168,LumaMedia – Product Launch,Product Launch,BlueSky Ltd,Medium,On Hold,2023-11-27,2024-06-22,165579,49686,572161,167603,16,31.3,,Middle East,Yes
799713,Elevate Health – Cloud Migration,Cloud Migration,HorizonBank,Medium,Completed,2020-04-02,2021-05-12,102289,51051,375201,537020,8,35.5,3.0,North America,No
336585,NovaCare – Product Launch,Product Launch,OmegaRetail,High,Completed,2024-01-22,2024-06-04,203602,186679,379676,882032,11,44.5,4.2,Europe,No
496452,BlueSky Ltd – Web Platform,Web Platform,Meridian Group,High,In Progress,2023-11-02,2025-02-05,116835,87985,575458,519093,5,27.0,,Europe,Yes
176769,OmegaRetail – Data Pipeline,Data Pipeline,JetStream LLC,Low,Completed,2020-12-06,2021-05-21,61966,30665,722518,240814,24,21.0,4.9,Middle East,Yes
575062,Delta Systems – Data Pipeline,Data Pipeline,OmegaRetail,Medium,In Progress,2022-06-30,2022-12-19,242762,108348,463546,887352,21,31.9,,North America,Yes
525529,Cornerstone Inc – Cloud Migration,Cloud Migration,OmegaRetail,Low,Planning,2020-07-05,2021-10-25,75182,6989,906527,923914,24,,,North America,Yes
872804,OmegaRetail – Marketing Campaign,Marketing Campaign,Delta Systems,High,On Hold,2023-08-23,2024-07-15,582605,370196,933456,462479,6,45.1,,Europe,Yes
153223,InnovateCo – Marketing Campaign,Marketing Campaign,Cornerstone Inc,High,Completed,2021-11-25,2022-09-19,645185,496428,793805,532699,10,40.5,3.2,Europe,Yes
548497,LumaMedia – ERP Implementation,ERP Implementation,Meridian Group,Medium,Completed,2020-07-02,2021-04-23,135609,121228,952679,546157,16,55.3,3.9,APAC,No
272631,Meridian Group – Cloud Migration,Cloud Migration,LumaMedia,Medium,Completed,2024-05-16,2024-06-28,37357,35513,356059,296412,24,46.3,2.6,North America,Yes
438162,JetStream LLC – Data Pipeline,Data Pipeline,Apex Corp,High,Completed,2020-07-20,2021-03-31,279671,198192,329448,575458,19,35.5,4.1,Europe,Yes
428040,InnovateCo – Security Audit,Security Audit,NovaCare,High,Planning,2024-03-21,2024-09-16,608503,78570,887352,530816,4,,,Europe,No
401134,HorizonBank – ERP Implementation,ERP Implementation,Apex Corp,High,Completed,2021-08-14,2022-05-27,264260,264445,241003,386814,3,34.7,3.3,Middle East,No
590012,LumaMedia – Web Platform,Web Platform,InnovateCo,Critical,On Hold,2021-06-19,2022-10-15,302452,91454,623125,910143,13,34.6,,APAC,Yes
524865,Frontier AI – Security Audit,Security Audit,Elevate Health,High,Completed,2021-07-05,2022-04-22,513032,219004,653829,381631,13,34.1,4.2,Europe,No
865040,InnovateCo – Web Platform,Web Platform,HorizonBank,Critical,Cancelled,2021-03-01,2021-08-01,1185177,408982,701344,154944,21,,,Middle East,Yes
924729,OmegaRetail – Web Platform,Web Platform,InnovateCo,High,Completed,2020-04-06,2021-08-24,147648,51913,964915,997287,14,37.7,4.7,North America,Yes
755966,Meridian Group – Cloud Migration,Cloud Migration,Delta Systems,High,On Hold,2021-05-24,2022-03-14,576649,417309,770487,910143,24,52.7,,Middle East,Yes
519124,LumaMedia – Cloud Migration,Cloud Migration,Elevate Health,Medium,Completed,2022-03-30,2023-03-11,54356,22844,697856,479867,25,45.5,4.2,LATAM,Yes
266296,BlueSky Ltd – Web Platform,Web Platform,Elevate Health,Medium,In Progress,2024-01-25,2025-05-01,88425,54206,697530,648141,8,51.7,,APAC,Yes
584405,LumaMedia – Web Platform,Web Platform,Keystone Partners,Low,In Progress,2024-03-16,2024-10-23,56102,24301,911032,551533,3,46.2,,APAC,Yes
669868,InnovateCo – Data Pipeline,Data Pipeline,JetStream LLC,Medium,Completed,2022-08-20,2023-03-31,32197,27958,201377,701344,10,57.5,4.7,Middle East,Yes
909539,HorizonBank – API Integration,API Integration,JetStream LLC,High,In Progress,2022-10-22,2023-08-13,333171,257433,375201,532322,10,22.2,,North America,Yes
139364,Delta Systems – Cloud Migration,Cloud Migration,NovaCare,Critical,Planning,2021-03-18,2021-08-01,811060,38739,503489,515922,13,,,Middle East,Yes
715641,HorizonBank – AI/ML Model,AI/ML Model,InnovateCo,High,In Progress,2020-07-28,2020-10-12,312656,308184,534753,933456,21,66.0,,LATAM,Yes
670821,GlobalTech – Web Platform,Web Platform,NovaCare,Medium,Completed,2021-02-09,2021-11-18,67929,56805,844261,538967,14,9.3,2.6,North America,Yes
187939,Meridian Group – Product Launch,Product Launch,InnovateCo,Low,Planning,2020-07-14,2021-04-06,47918,9501,523389,794530,15,,,Middle East,Yes
111190,BlueSky Ltd – Data Pipeline,Data Pipeline,InnovateCo,Medium,Planning,2020-03-01,2021-01-25,33929,6767,811256,387813,15,,,Europe,Yes
356257,OmegaRetail – Security Audit,Security Audit,GlobalTech,Medium,In Progress,2021-08-03,2022-10-28,280755,147200,482614,897305,25,1.5,,North America,Yes
510791,Elevate Health – AI/ML Model,AI/ML Model,Delta Systems,Medium,Completed,2023-05-21,2023-07-26,50379,18378,806707,493892,18,27.9,2.8,Europe,No
655628,NovaCare – ERP Implementation,ERP Implementation,LumaMedia,Medium,Planning,2024-03-29,2025-09-20,33828,3968,678805,770487,7,,,Europe,Yes
736032,Apex Corp – Product Launch,Product Launch,LumaMedia,High,Completed,2021-11-17,2022-06-07,331807,226822,551860,901305,4,25.9,3.1,APAC,Yes
644924,Delta Systems – Marketing Campaign,Marketing Campaign,HorizonBank,Low,Cancelled,2023-07-15,2023-08-24,10616,10670,751332,669460,12,,,LATAM,No
556519,OmegaRetail – Web Platform,Web Platform,JetStream LLC,High,Completed,2020-02-06,2021-06-30,215042,142473,428122,287155,3,30.0,3.5,North America,Yes
505048,Frontier AI – Data Pipeline,Data Pipeline,Frontier AI,Low,Completed,2021-03-11,2021-05-31,46992,51656,219550,775885,8,37.0,3.1,North America,No
633804,Delta Systems – Marketing Campaign,Marketing Campaign,InnovateCo,High,In Progress,2023-07-06,2024-10-11,679828,266803,785491,232378,19,33.9,,APAC,Yes
886078,Delta Systems – Web Platform,Web Platform,HorizonBank,High,Completed,2020-01-11,2021-03-22,398773,423459,697530,584714,8,32.8,3.4,Middle East,Yes
527249,Apex Corp – Web Platform,Web Platform,InnovateCo,Medium,Completed,2020-09-11,2020-11-07,216242,177822,532723,464354,13,20.4,4.0,APAC,Yes
942306,Meridian Group – Cloud Migration,Cloud Migration,Cornerstone Inc,Medium,On Hold,2024-01-03,2025-06-25,115304,126225,812048,322086,20,43.5,,LATAM,No
903868,LumaMedia – Product Launch,Product Launch,Keystone Partners,Low,Planning,2023-08-07,2024-07-11,43851,7281,992952,218423,25,,,LATAM,Yes
647579,Apex Corp – Cloud Migration,Cloud Migration,Meridian Group,High,On Hold,2023-07-28,2024-12-26,463968,367642,142608,735770,6,35.3,,Middle East,Yes
697144,Meridian Group – Product Launch,Product Launch,GlobalTech,Medium,Completed,2024-05-17,2025-08-03,119811,46978,843596,262656,11,42.9,4.5,LATAM,Yes
527629,HorizonBank – Product Launch,Product Launch,Cornerstone Inc,Critical,On Hold,2023-08-04,2023-11-02,1191905,514605,502810,503489,15,40.9,,Europe,Yes
688942,Meridian Group – API Integration,API Integration,Apex Corp,Medium,In Progress,2022-12-01,2023-03-11,209688,178792,822730,612340,19,37.5,,APAC,Yes
461426,Cornerstone Inc – Security Audit,Security Audit,GlobalTech,High,Completed,2021-11-30,2022-01-14,673774,551488,726258,497455,6,21.1,3.9,APAC,Yes
921665,InnovateCo – Marketing Campaign,Marketing Campaign,HorizonBank,Low,On Hold,2023-07-14,2023-09-19,54584,32368,483162,844261,2,49.3,,LATAM,Yes
804655,NovaCare – Data Pipeline,Data Pipeline,Delta Systems,Medium,Planning,2021-11-20,2023-05-06,297088,18638,589491,897305,10,,,APAC,No
667770,Meridian Group – Data Pipeline,Data Pipeline,Delta Systems,Medium,On Hold,2021-07-10,2022-06-25,182918,186996,237654,567200,2,41.6,,North America,Yes
800151,InnovateCo – Marketing Campaign,Marketing Campaign,Delta Systems,Low,On Hold,2022-03-08,2022-05-09,56206,60210,325772,923914,14,31.8,,North America,Yes
800779,Keystone Partners – API Integration,API Integration,Elevate Health,Medium,Planning,2020-05-15,2020-12-23,33361,319,697530,325772,21,,,North America,Yes
760458,InnovateCo – Product Launch,Product Launch,Delta Systems,High,Planning,2022-04-15,2023-06-15,417004,4530,983456,708519,22,,,Middle East,No
773262,Apex Corp – Security Audit,Security Audit,LumaMedia,High,Completed,2021-07-27,2022-01-11,466254,227268,776234,520172,17,22.9,3.5,LATAM,Yes
861288,LumaMedia – Security Audit,Security Audit,NovaCare,Low,Cancelled,2021-12-06,2022-01-14,22043,17785,531709,114463,4,,,LATAM,No
503149,Keystone Partners – Web Platform,Web Platform,InnovateCo,High,On Hold,2024-05-11,2024-10-22,711031,253678,553014,979827,18,43.9,,APAC,Yes
304753,OmegaRetail – API Integration,API Integration,GlobalTech,Medium,In Progress,2020-09-28,2022-02-28,141694,53249,520884,764678,24,45.3,,North America,No
671144,GlobalTech – Mobile App,Mobile App,BlueSky Ltd,Low,Completed,2020-12-02,2021-12-14,31858,32562,532723,843963,21,34.6,2.9,Europe,No
349532,InnovateCo – Marketing Campaign,Marketing Campaign,Elevate Health,Medium,Completed,2023-03-20,2024-08-30,265224,191328,414455,363319,5,42.8,4.7,APAC,Yes
721338,Apex Corp – Web Platform,Web Platform,NovaCare,High,Planning,2020-10-15,2022-01-30,686922,44378,486244,211579,18,,,North America,No
388769,OmegaRetail – Cloud Migration,Cloud Migration,Cornerstone Inc,Critical,Completed,2021-05-27,2022-08-25,1147364,544030,532723,979827,17,50.2,3.8,LATAM,No
799689,BlueSky Ltd – Marketing Campaign,Marketing Campaign,Keystone Partners,High,Completed,2020-11-26,2021-11-18,158830,49540,532699,925622,17,50.6,4.6,Europe,Yes
644656,HorizonBank – Security Audit,Security Audit,Delta Systems,High,On Hold,2022-10-03,2023-12-08,652653,384488,468611,787991,21,28.1,,LATAM,Yes
962500,LumaMedia – Marketing Campaign,Marketing Campaign,Apex Corp,Medium,Completed,2023-10-27,2025-04-18,290165,130758,316092,865179,2,29.7,3.6,LATAM,No
522346,NovaCare – Mobile App,Mobile App,Meridian Group,Low,In Progress,2022-10-13,2023-03-12,13007,8353,971662,398505,6,51.3,,North America,Yes
901674,GlobalTech – Web Platform,Web Platform,Keystone Partners,Low,On Hold,2020-12-16,2021-04-17,23825,8855,262656,310647,13,34.7,,APAC,Yes
915044,Cornerstone Inc – AI/ML Model,AI/ML Model,BlueSky Ltd,Low,Completed,2020-11-03,2021-12-13,39722,25588,923824,681141,22,44.2,4.4,Middle East,Yes
443295,Elevate Health – Product Launch,Product Launch,Meridian Group,Low,In Progress,2022-12-30,2024-02-28,10168,7868,878086,182857,9,23.1,,Middle East,Yes
266028,NovaCare – Data Pipeline,Data Pipeline,InnovateCo,Critical,Planning,2023-05-24,2024-06-11,893909,142736,202365,580102,23,,,LATAM,Yes
632006,BlueSky Ltd – Cloud Migration,Cloud Migration,Keystone Partners,High,In Progress,2024-02-15,2025-01-22,715015,419758,308376,539898,22,45.0,,North America,Yes
463624,OmegaRetail – ERP Implementation,ERP Implementation,InnovateCo,Low,Planning,2022-06-22,2022-09-06,9692,1347,572161,375201,9,,,LATAM,No
509464,Keystone Partners – ERP Implementation,ERP Implementation,Keystone Partners,Medium,On Hold,2023-06-14,2024-03-01,117916,38002,148050,676680,4,42.2,,LATAM,No
740084,LumaMedia – Marketing Campaign,Marketing Campaign,NovaCare,Low,In Progress,2023-07-01,2024-05-20,76037,32500,127965,918665,17,37.0,,Europe,Yes
435666,Keystone Partners – Marketing Campaign,Marketing Campaign,Meridian Group,Medium,In Progress,2022-12-25,2023-07-05,40017,38894,214532,566453,2,31.8,,Europe,Yes
154391,Keystone Partners – Cloud Migration,Cloud Migration,HorizonBank,Critical,Cancelled,2022-03-10,2022-10-21,955723,900512,345722,929130,12,,,Middle East,Yes
132122,Elevate Health – Mobile App,Mobile App,Cornerstone Inc,High,In Progress,2024-03-08,2024-09-29,648087,291328,182175,504630,10,42.6,,Middle East,No
583064,JetStream LLC – Product Launch,Product Launch,NovaCare,Low,Completed,2023-06-06,2023-12-03,23396,14039,780714,324993,9,33.7,3.8,APAC,No
970641,OmegaRetail – API Integration,API Integration,Frontier AI,Medium,On Hold,2020-12-02,2021-05-14,74055,43630,843963,587274,23,33.2,,Europe,Yes
857513,InnovateCo – ERP Implementation,ERP Implementation,JetStream LLC,High,In Progress,2023-03-24,2023-07-19,487976,215942,891787,916776,9,43.8,,APAC,Yes
334412,Elevate Health – Marketing Campaign,Marketing Campaign,GlobalTech,High,On Hold,2020-02-22,2021-07-23,490223,300921,253347,195674,18,31.7,,Middle East,Yes
116391,Delta Systems – Product Launch,Product Launch,Elevate Health,Medium,Planning,2021-08-11,2022-11-06,275731,42628,887352,262656,2,,,Middle East,Yes
808236,InnovateCo – Marketing Campaign,Marketing Campaign,NovaCare,High,Planning,2023-05-11,2024-02-12,198695,36316,876936,815198,8,,,APAC,Yes
382207,BlueSky Ltd – Web Platform,Web Platform,Frontier AI,High,Planning,2021-09-21,2021-12-05,461916,19417,148174,211579,16,,,APAC,Yes
212430,HorizonBank – API Integration,API Integration,NovaCare,High,In Progress,2022-05-09,2023-02-06,729466,768261,345722,552855,18,55.6,,APAC,Yes
116836,Apex Corp – Product Launch,Product Launch,Meridian Group,Medium,Planning,2023-08-10,2024-10-23,98478,13730,348411,639593,4,,,APAC,Yes
578814,Meridian Group – Security Audit,Security Audit,HorizonBank,High,Cancelled,2023-02-23,2023-04-24,700478,521970,939333,507524,6,,,North America,Yes
478521,OmegaRetail – Data Pipeline,Data Pipeline,Frontier AI,Medium,Planning,2024-04-19,2024-11-13,289618,30513,533377,256389,6,,,Middle East,No
536294,Elevate Health – Web Platform,Web Platform,NovaCare,Medium,Planning,2024-03-24,2024-12-09,285520,23727,793805,349183,10,,,Europe,Yes
616645,Meridian Group – AI/ML Model,AI/ML Model,NovaCare,Medium,Cancelled,2021-11-26,2023-01-05,166598,126638,916776,695225,13,,,APAC,Yes
286410,Apex Corp – Marketing Campaign,Marketing Campaign,Cornerstone Inc,High,In Progress,2020-06-18,2021-09-06,724226,777756,859687,834498,12,50.3,,North America,Yes
144957,NovaCare – Data Pipeline,Data Pipeline,BlueSky Ltd,Medium,In Progress,2021-04-20,2021-06-26,140362,112062,221707,903506,22,55.8,,APAC,Yes
172606,InnovateCo – API Integration,API Integration,LumaMedia,Critical,In Progress,2022-12-04,2023-04-17,912884,646732,574843,574843,15,20.7,,Europe,Yes
397700,HorizonBank – Cloud Migration,Cloud Migration,Cornerstone Inc,Medium,Planning,2022-02-23,2022-10-08,292529,30703,988456,929130,24,,,LATAM,Yes
543623,NovaCare – ERP Implementation,ERP Implementation,InnovateCo,Low,Cancelled,2020-11-02,2021-12-19,43360,36711,141319,952657,13,,,Europe,Yes
401898,BlueSky Ltd – API Integration,API Integration,Cornerstone Inc,High,On Hold,2020-12-20,2022-01-16,309049,304282,167136,806707,5,37.4,,Europe,Yes
982027,Delta Systems – Web Platform,Web Platform,GlobalTech,Medium,On Hold,2024-02-21,2024-03-26,68551,24002,403387,270555,18,30.2,,APAC,No
267930,Meridian Group – API Integration,API Integration,Cornerstone Inc,Low,In Progress,2024-04-19,2025-01-15,8175,6152,891787,398505,24,49.3,,APAC,No
586813,NovaCare – AI/ML Model,AI/ML Model,JetStream LLC,Medium,Cancelled,2021-06-28,2022-04-01,210414,163646,475479,676680,6,,,North America,Yes
249365,LumaMedia – Product Launch,Product Launch,BlueSky Ltd,High,On Hold,2022-02-22,2023-06-27,782319,728038,822730,539898,9,44.9,,LATAM,Yes
676060,Keystone Partners – Data Pipeline,Data Pipeline,JetStream LLC,Low,Completed,2022-07-25,2023-08-10,66442,29846,844261,180674,16,42.5,4.8,Europe,Yes
441649,LumaMedia – Data Pipeline,Data Pipeline,GlobalTech,High,Completed,2023-06-13,2023-10-30,684659,761281,667296,701344,7,19.2,4.9,APAC,Yes
771463,NovaCare – Cloud Migration,Cloud Migration,OmegaRetail,Medium,On Hold,2020-12-07,2021-06-21,95430,47809,284084,582418,24,58.6,,Middle East,Yes
435757,OmegaRetail – Marketing Campaign,Marketing Campaign,HorizonBank,Medium,In Progress,2024-01-24,2025-01-18,239087,96551,893988,462479,25,33.3,,Europe,Yes
947502,HorizonBank – Security Audit,Security Audit,JetStream LLC,Medium,Completed,2021-06-18,2022-10-04,30255,23761,684572,816412,17,23.2,3.0,Middle East,No
102818,Meridian Group – Data Pipeline,Data Pipeline,InnovateCo,High,In Progress,2021-11-09,2022-04-14,153277,67101,464354,482614,16,25.6,,LATAM,Yes
324643,LumaMedia – ERP Implementation,ERP Implementation,NovaCare,Medium,Completed,2020-11-01,2020-12-15,292076,147957,587575,443897,5,45.6,4.3,North America,Yes
281682,InnovateCo – Web Platform,Web Platform,InnovateCo,Critical,In Progress,2023-05-27,2024-08-14,1795925,1384799,787991,403387,16,46.6,,Middle East,No
466281,Meridian Group – API Integration,API Integration,NovaCare,Medium,Cancelled,2021-04-29,2022-04-20,289659,174884,670913,682851,3,,,North America,Yes
118179,Cornerstone Inc – Cloud Migration,Cloud Migration,Delta Systems,Medium,Completed,2023-03-18,2024-06-27,223345,189529,745239,290065,12,41.4,4.6,Middle East,Yes
123950,HorizonBank – Data Pipeline,Data Pipeline,Elevate Health,High,Planning,2023-09-21,2023-11-02,695387,104207,532699,742039,8,,,Middle East,Yes
159442,BlueSky Ltd – Product Launch,Product Launch,Cornerstone Inc,Medium,Completed,2020-06-18,2020-11-02,237885,271986,787991,226611,17,40.8,2.7,LATAM,Yes
764053,JetStream LLC – Data Pipeline,Data Pipeline,Meridian Group,High,Completed,2023-11-07,2025-03-24,297312,128972,935474,891937,15,20.8,2.6,North America,Yes
218184,LumaMedia – Security Audit,Security Audit,Frontier AI,Low,Completed,2020-03-26,2020-06-25,21974,23650,560485,611945,3,41.7,3.6,Middle East,No
360753,Keystone Partners – API Integration,API Integration,Meridian Group,Medium,Completed,2022-06-02,2023-01-12,173937,136732,457455,414164,19,45.5,4.1,APAC,Yes
256900,Frontier AI – Cloud Migration,Cloud Migration,NovaCare,High,Completed,2023-02-17,2024-03-02,174477,94528,486244,974190,18,38.6,2.9,North America,Yes
241174,GlobalTech – Data Pipeline,Data Pipeline,NovaCare,Medium,In Progress,2023-04-26,2023-09-02,87532,27532,935474,552855,13,49.1,,North America,Yes
944483,Delta Systems – API Integration,API Integration,GlobalTech,Medium,Completed,2024-05-08,2024-07-26,280339,280330,580102,109585,5,37.6,2.9,APAC,Yes
665852,HorizonBank – AI/ML Model,AI/ML Model,OmegaRetail,Low,In Progress,2020-02-25,2020-08-05,22083,10604,954551,745414,25,38.5,,North America,No
229093,Apex Corp – AI/ML Model,AI/ML Model,HorizonBank,High,In Progress,2021-07-23,2021-09-21,322018,249209,283017,255287,21,35.3,,North America,No
546901,Cornerstone Inc – Product Launch,Product Launch,NovaCare,Critical,In Progress,2021-07-30,2022-05-27,678572,278546,669097,811256,12,25.5,,North America,Yes
